id,name,party,position,state,state_id,district,district_id,incumbency,sv_pp,ine_profile,age,sex,webpage,social_media,prop_1,prop_2,prop_gender,ine_pp,sv_d,ine_d,webpage_d,social_media_d,facebook,instagram,twitter,youtube,tiktok,morena,pan,pri,pt,pvem,mc,prd,ind
183jorgsig,jorge armando ortiz rodriguez,sigamos haciendo historia,dep,nayarit,18,3-compostela,3,1,https://datacenter.sabervotar.mx/public/images/candidatos/1138591977-T-1714161007.jpg,https://candidaturas.ine.mx/detalleCandidato/4676/4,45,m,https://partidodeltrabajo.com.mx/,"https://www.facebook.com/ptnacionalmx, https://www.youtube.com/@partidodeltrabajo4783","ocupar un cargo público me ha dado satisfacción, pues desde los distintos cargos que he desempeñado (la mayoría de elección popular), he podido conocer de cerca las necesidades más apremiantes de las personas que habitan en esta región, es por ello que con la finalidad de seguir ayudando a más personas, en especial a las más vulnerables y desprotegidas, es mi deseo de participar para ocupar un cargo público desde donde pueda continuar sirviendo a las personas que más lo necesitan, y contribuir de esa forma al desarrollo de nuestros pueblos, siempre pensando en el bien común, pues de esa manera dichos pueblos pueden lograr que sus voces sean escuchadas y atendidas.","impulsaré los recientes acuerdos, del cambio climático, legislando e impulsando su aplicación para lograr que se mantenga sin degradar aún más el medio ambiente. trabajaré en construir una sociedad ecológica sustentable y sostenible, que viva en armonía con la naturaleza y para ello impulsaré una cultura ecológica en toda la población, como condición necesaria para evitar la contaminación, el deterioro del medio ambiente y el calentamiento global, y lograr el uso racional y sustentable de los recursos naturales.","refugios municipales. para que el estado y los municipios garanticen la existencia de refugios para la atención a las víctimas de violencia. los municipios deberán contar en su territorio cuando menos con un refugio de atención a víctimas de violencia. sería muy interesante poder contar con una capacitación para mujeres, desde educación curricular hasta diplomados con los que puedan aprender formas para salir adelante, una educación integral que las lleve a su mayor desarrollo personal. que reciban atención psicológica y legal para mujeres en situaciones vulnerables.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,1,1,https://www.facebook.com/ptnacionalmx,NA,NA,https://www.youtube.com/@partidodeltrabajo4783,NA,1,0,0,1,1,0,0,0
183laurfue,laura ines rangel huerta,fuerza y corazon por mexico,dep,nayarit,18,3-compostela,3,0,https://datacenter.sabervotar.mx/public/images/candidatos/1575942428-T-1714264487.jpg,https://candidaturas.ine.mx/detalleCandidato/5328/4,48,f,NA,"https://www.facebook.com/laurarangelh3, https://www.instagram.com/laura_rangelh, https://www.youtube.com/@laurarangelh, https://www.tiktok.com/@laurarangelh","como primera propuesta en el congreso de la unión, impulsaré una iniciativa de ley que establezca penas más severas para aquellos que participen en actividades de coyotaje, incluyendo multas y penas de prisión más largas. asimismo, tomar medidas para desmantelar las redes de coyotes y confiscar sus activos obtenidos de manera ilegal. impulsar la mejora de las condiciones económicas y sociales de los agrónomos, acuicultores y demás productores de materias primas, sobre todo del estado de nayarit; coadyuvando en fortalecer la interacción directa entre productores y consumidores; eliminando el coyotaje.","abordar las causas subyacentes de la migración irregular, como la pobreza, el desempleo y la falta de oportunidades económicas en las comunidades de origen. buscando implementar políticas y programas que fomenten el desarrollo económico, la creación de empleo y el acceso a la educación y los servicios básicos en áreas vulnerables. incidiendo mayormente en el crecimiento y mejora de la educación y los sistemas de salud.","debemos seguir trabajando en la inclusión de los pueblos originarios en la toma de decisiones, garantizar el pleno ejercicio de sus derechos, promover la igualdad de oportunidades y no discriminación estableciendo mecanismos efectivos para la prevención y sanción de cualquier forma de violencia, racismo o discriminación, por su origen e identidad.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/laurarangelh3,https://www.instagram.com/laura_rangelh,NA,https://www.youtube.com/@laurarangelh,https://www.tiktok.com/@laurarangelh,0,1,1,0,0,0,1,0
181salvmc,salvador huerta avila,mc,dep,nayarit,18,1-santiago ixcuintla,1,0,https://datacenter.sabervotar.mx/public/images/candidatos/84502812-T-1714263031.jpg,https://candidaturas.ine.mx/detalleCandidato/6882/4,52,m,NA,NA,"en primer lugar, propondré volver a buscar la soberanía agroalimentaria que tan necesaria es en el país, y para lograrlo deberemos imponer aranceles más altos a las importaciones de los productos que se producen de manera eficiente en nuestro país, o en su caso frenar la importación excesiva, lo que garantizará precios competentes para nuestro sector primario.","en la zona norte de nuestro estado estamos sufriendo de carencias económicas, cuando tenemos el potencial de generar desarrollos sustentables, ya que contamos con potencial para desarrollar turismo a gran escala, como es el caso de la zona sur de nuestro estado. propondré la creación del corredor turístico mazatlán, donde todos los lugares hermosos que forman parte de nuestro estado deberán quedar incluidos en una partida presupuestal que les permita embellecer cada uno de sus municipios.","en el primer distrito contamos con comunidades rurales en la sierra del estado, donde habitan diferentes etnias, que son ante todo vestigios vivos de nuestra cultura prehispánica, lamentablemente estas comunidades se han visto marginadas por muchos temas, pero el más alarmante es la inseguridad y delincuencia que imperan en esas zonas. debemos devolverle la soberanía a nuestros pueblos originarios y garantizarles una forma digna de vida y desarrollo a su niñez. esto se debe lograr con base en un plan a largo plazo que brinde, sobre todo, a las nuevas generaciones un modelo diferente de vivir, apegados siempre a sus costumbres pero al margen de la ley.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0
198adrisig,adriana belinda quiroz gallegos,sigamos haciendo historia,dep,nuevo leon,19,8-guadalupe,8,0,https://datacenter.sabervotar.mx/public/images/candidatos/917787724-T-1713332574.jpg,https://candidaturas.ine.mx/detalleCandidato/4646/4,40,f,NA,"https://www.facebook.com/adriana.cercadeti/, https://www.instagram.com/adrianaquirozcercadeti/","propuesta de protección del adulto mayor en guadalupe, nuevo león: el bienestar y la seguridad de nuestros adultos mayores son de suma importancia para garantizar una comunidad inclusiva y solidaria. reconociendo la importancia de proteger a este segmento de la población, proponemos una serie de medidas para fortalecer su seguridad y calidad de vida en guadalupe, nuevo león. objetivos: 1. promover el respeto y la dignidad de los adultos mayores en la comunidad. 2. prevenir el abuso, la negligencia y la discriminación hacia los adultos mayores. 3. brindar apoyo emocional, social y económico a los adultos mayores en situación de vulnerabilidad 4. fomentar la participación activa de los adultos mayores en actividades sociales, culturales y recreativas. 5. sensibilizar a la comunidad sobre los derechos y necesidades de los adultos mayores.","crear un programa de capacitación y apoyo para emprendedores locales, brindando talleres sobre habilidades empresariales, planificación financiera, marketing y gestión de negocios. además, establecer un fondo de microcréditos o subvenciones para ayudar a los emprendedores a iniciar sus negocios. facilitar espacios de coworking o incubadoras de negocios donde los emprendedores puedan colaborar, compartir recursos y recibir orientación de mentores experimentados. fomentar la creación de redes de apoyo entre emprendedores locales para promover el intercambio de ideas y oportunidades de colaboración.","implementar un programa educativo integral en las escuelas que promueva la aceptación y el respeto hacia la diversidad sexual. este programa podría incluir talleres, charlas y materiales educativos que aborden temas como la identidad de género, la orientación sexual, el respeto a la diversidad y la prevención del acoso y la discriminación. además, se podría establecer un grupo de apoyo para jóvenes lgbtq+ donde puedan compartir experiencias, recibir orientación y encontrar un ambiente de aceptación y comprensión. es importante involucrar a padres, maestros y líderes comunitarios en este esfuerzo para crear un entorno seguro y acogedor para todos los jóvenes, independientemente de su orientación sexual o identidad de género.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/adriana.cercadeti/,https://www.instagram.com/adrianaquirozcercadeti/,NA,NA,NA,1,0,0,1,1,0,0,0
1910aldomc,aldo fasci zuazua,mc,dep,nuevo leon,19,10-monterrey,10,0,https://datacenter.sabervotar.mx/public/images/candidatos/977688529-T-1712956117.jpg,https://candidaturas.ine.mx/detalleCandidato/6838/4,62,m,https://aldofasci.com/quien-soy/,"https://www.facebook.com/aldofascizuazua?mibextid=lqqj4d, https://twitter.com/aldofasciz?lang=en, https://www.instagram.com/aldofasciz?igsh=bnr0n3o5mhz5b291","una de mis propuestas es generar una agenda de seguridad integral que aborde los desafíos más apremiantes en materia de seguridad pública en nuestro país. esto implica trabajar en colaboración con las autoridades estatales y municipales, así como con expertos en seguridad y la sociedad civil, para diseñar políticas y leyes efectivas que promuevan la prevención del delito, el fortalecimiento de las instituciones policiales y la protección de los derechos humanos. me comprometo a impulsar iniciativas que fomenten una mayor coordinación entre las diferentes instancias de seguridad, la profesionalización de los cuerpos policiales y el uso de tecnología e inteligencia para combatir la delincuencia. además, buscaré promover estrategias de prevención del delito que aborden las causas subyacentes de la criminalidad, como la desigualdad social y la falta de oportunidades","otra de mis propuestas es entrarle de frente al problema de drogas en el país, es abordar el problema del mercado de las drogas desde sus raíces, implementando estrategias integrales que aborden tanto la oferta como la demanda de sustancias ilícitas. en primer lugar, propongo fortalecer los programas de prevención del consumo, especialmente entre los jóvenes, mediante campañas educativas y actividades comunitarias que informen sobre los riesgos asociados y promuevan estilos de vida saludables. la propuesta buscará un enfoque integral y colaborativo para enfrentar el mercado de las drogas, priorizando la prevención, el tratamiento y la reducción de daños, con el objetivo de promover el bienestar y la seguridad de la población.","una de mis propuestas es poner a la mujer al centro. esto implica promover políticas y leyes que garanticen la igualdad de género, el empoderamiento de las mujeres y la protección de sus derechos en todos los ámbitos de la sociedad. esto incluye impulsar medidas para combatir la violencia de género, garantizar la igualdad salarial, promover la participación política y fortalecer los sistemas de atención y prevención de la violencia contra las mujeres. estoy decidido a trabajar en colaboración con organizaciones de la sociedad civil y otros sectores para asegurar que las necesidades y preocupaciones de las mujeres sean escuchadas y atendidas en la legislación y las políticas públicas. en resumen, mi objetivo es poner a la mujer en el centro de mi labor legislativa para construir un país más justo e igualitario para todos.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,1,1,https://www.facebook.com/aldofascizuazua?mibextid=lqqj4d,https://www.instagram.com/aldofasciz?igsh=bnr0n3o5mhz5b291,https://twitter.com/aldofasciz?lang=en,NA,NA,0,0,0,0,0,1,0,0
194ampafue,amparo lilia olivares castañeda,fuerza y corazon por mexico,dep,nuevo leon,19,4-san nicolas de los garza,4,0,https://datacenter.sabervotar.mx/public/images/candidatos/1452646885-T-1713545901.jpg,https://candidaturas.ine.mx/detalleCandidato/4918/4,33,f,NA,"https://www.facebook.com/lilyolivaresc?mibextid=opq0tg, https://twitter.com/lilyolivaresc?s=20, https://www.instagram.com/lilyolivaresc?igsh=mwfqnxrhnwvnzhqycg==, https://www.tiktok.com/@lilyolivaresc?_t=8jkhnq5pegf&_r=1","implementar políticas y regulaciones más estrictas que obliguen a la refinería a reducir sus emisiones contaminantes y a adoptar tecnologías más limpias y sostenibles. además, abogaré por una mayor supervisión y monitoreo por parte de las autoridades ambientales para garantizar el cumplimiento de estas normativas. la salud y el bienestar de los habitantes de nuevo león son una prioridad, y me comprometo a luchar por un ambiente más limpio y saludable para todos.","mi compromiso es con la protección del agua en nuevo león y en todo méxico. se impida la autorización de trasvases de agua durante crisis hídricas en nuestras entidades federativas. esta medida es fundamental para asegurar el abastecimiento de agua a nuestra población y salvaguardar este recurso vital para las generaciones futuras. como representante de nuevo león, defenderé con firmeza nuestra agua y trabajaré incansablemente para garantizar su acceso justo y equitativo para todos los ciudadanos del estado.","garantizar que las personas menores de 18 años que sean víctimas indirectas de los delitos de feminicidio tengan derecho a recibir una compensación económica mensual. esta medida es fundamental para brindar apoyo y protección a los niños y niñas que enfrentan el impacto devastador de la pérdida de un ser querido debido a un feminicidio. la compensación económica mensual proporcionará un respaldo financiero necesario para cubrir necesidades básicas y garantizar el bienestar de estos menores en un momento tan difícil. es fundamental que tomemos acciones concretas para proteger y apoyar a las víctimas más vulnerables de estos crímenes atroces, y esta reforma representa un paso significativo en esa dirección.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/lilyolivaresc?mibextid=opq0tg,https://www.instagram.com/lilyolivaresc?igsh=mwfqnxrhnwvnzhqycg==,https://twitter.com/lilyolivaresc?s=20,NA,https://www.tiktok.com/@lilyolivaresc?_t=8jkhnq5pegf&_r=1,0,1,1,0,0,0,1,0
1910anafue,ana isabel gonzalez gonzalez,fuerza y corazon por mexico,dep,nuevo leon,19,10-monterrey,10,0,https://datacenter.sabervotar.mx/public/images/candidatos/1666886971-T-1713551555.jpg,https://candidaturas.ine.mx/detalleCandidato/5196/4,38,f,http://www.facebook.com/anitagonzalez.tv,"https://www.facebook.com/anitagonzalez.tv, https://www.twitter.com/annagzz, https://www.instagram.com/anitagonzalezg, https://youtube.com/@anitagonzalezg, https://www.tiktok.com/anitagonzalezg.04","como diputada federal, una de mis principales propuestas es fortalecer la seguridad en nuestro estado, pues lamentablemente es una de las principales problemáticas que afectan a los ciudadanos que vivimos en nuevo león. por ello, estoy proponiendo: más recursos para profesionalizar y dignificar la labor de los policías y las instituciones encargadas de la procuración de justicia; solicitaré que se garantice el regreso del (fortaseg), programa de fortalecimiento del desempeño en materia de seguridad pública para dotar de mayor capacitación y presupuesto las corporaciones policiacas municipales y estatales; propondré reformas que garanticen una estrategia de seguridad integral en nuestro estado. pugnaré por aportar mayor presupuesto a la prevención del delito, al uso de la inteligencia policial, a través del desarrollo de capacidades tecnológicas y mecanismos de coordinación entre autoridades. dotaré de recursos para impulsar el uso de tecnología contra la delincuencia organizada. promoveré leyes que permitan la coordinación interinstitucional para sancionar a las personas que hayan cometido delitos en diferentes estados. propondré reformas que castigue con las más altas penas a quien cometa los delitos de explotación, violencia y abuso contra niñas, niños y adolescentes y personas con discapacidad; vamos contra los delitos cibernéticos, con el fortalecimiento de las policías cibernéticas y sanciones más severas para quienes los cometan.","de igual manera, la mejora del medio ambiente será una prioridad en mi agenda de trabajo, por ello estoy proponiendo reformas y acciones para garantizar aire limpio, agua y educación ambiental a través de las siguientes propuestas: no al trasvase, defenderemos que el agua de nuevo león se quede en nuevo león, sanciones severas a quienes prendan fuego o talen árboles de nuestros ecosistemas. propondré que ser garantizado el derecho al agua a través de la creación de un fondo emergente para suministro de agua en caso de sequías o emergencias sanitarias, además de promover la cultura del agua y la educación ambiental en todas las escuelas del estado y país; no más apagones, vamos a impulsar el uso de energías más sustentables, y ecotecnologías con costo accesible para todos los ciudadanos; buscaremos que los municipios otorguen incentivos fiscales a los ciudadanos que utilicen ecotecnologías en sus hogares; dotar de más recursos para el fondo del cambio climático; legislaremos para que se garanticen acciones que protejan la salud y el bienestar de los ciudadanos ante las intensas olas de calor y la contaminación del aire que se presentan en nuestro estado; mayor inversión e investigación en materia de contaminación del aire; incentivar a que las empresas de nuestro estado, y que decidan invertir en él, procuren el uso de energías más sustentables y manejen modelos de economía circular.","¡yo por ti¡ resuelvo la violencia y la desigualdad de las mujeres y niñas: ¡cero tolerancia a la violencia contra las mujeres y las niñas! sanciones severas a quienes atenten contra su integridad y a los que obstaculicen su derecho a la justicia. recursos para garantizar espacios seguros, iluminados y sin maleza para todas las mujeres y niñas. dotar de mayor presupuesto para las policías municipales y estatales para que puedan ser capacitadas y ser el primer respondiendo ante los casos de violencia contra las mujeres y las niñas. más recursos para los refugios que atienden a mujeres violentadas y reformas que protegen de manera amplia su seguridad. impulsaré el uso obligatorio de la alerta alba en todos los estados del país, para la búsqueda efectiva de mujeres desaparecidas. garantizar recursos para dotar de apoyos económicos y becas educativas a las niñas y niños huérfanos de madres víctimas de feminicidio y de desaparición forzada. ¡apoyo a mujeres trabajadoras! regresando a las estancias infantiles y las escuelas de tiempo completo. más becas educativas y apoyos económicos para niñas, adolescentes y mujeres jóvenes estudiantes. impulso de créditos para mujeres emprendedoras. presupuestos para garantizar el acceso universal y gratuito al tratamiento contra el cáncer de mama y cáncer cervicouterino. garantizar protocolos de atención y licencias por duelo gestacional a todas aquellas mujeres que hayan perdido a sus hijos en cualquier etapa del embarazo. atención psicológica y salud mental.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,1,1,https://www.facebook.com/anitagonzalez.tv,https://www.instagram.com/anitagonzalezg,NA,NA,https://www.tiktok.com/anitagonzalezg.04,0,1,1,0,0,0,1,0
192andrfue,andres mauricio cantu ramirez,fuerza y corazon por mexico,dep,nuevo leon,19,2-apodaca,2,0,https://datacenter.sabervotar.mx/public/images/candidatos/555248711-T-1713496457.jpg,https://candidaturas.ine.mx/detalleCandidato/5192/4,52,m,NA,"https://www.facebook.com/andrescanturmz, https://www.twitter.com/andrescanturmz, https://www.instagram.com/licacantu?igsh=em5sc3q2ynm4dgju, https://youtube.com/@andrescantu8033?si=pweafamjtr7litim, https://www.tiktok.com/@licandrescantu","respaldar apoyos a la educación, del sistema municipal de orquestas y las escuelas de música gestionar recursos para apoyar con infraestructura y equipamiento a las niñas, niños y jóvenes, adultos y adultos mayores que practican deporte en nuestra ciudad. impulsar recursos y apoyo para el desarrollo y bienestar animal. dar especial atención a personas que requieren la gestión de apoyos por necesidades de dispositivos de movilidad.","continuar con la labor de impulsar la educación de las y los jóvenes estudiantes de preparatoria y nivel superior con becas. organizar un plan de reciprocidad con las empresas de apodaca que cada empresa instalada en nuestra ciudad, tenga su programa de responsabilidad social y beneficiar a la comunidad. aumentar los recursos para incrementar la cantidad de becas necesarias, para apoyar a quienes más lo necesitan.","para todos: nuestra ciudad debe de continuar siendo de las más seguras del área metropolitana, por ello seguiremos trabajando desde el congreso de la unión, fortaleciendo los recursos para nuestros programas preventivos y de seguridad, porque lo bueno debe continuar y lo nuevo transformar.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/andrescanturmz,https://www.instagram.com/licacantu?igsh=em5sc3q2ynm4dgju,NA,NA,https://www.tiktok.com/@licandrescantu,0,1,1,0,0,0,1,0
196annifue,annia sarahi gomez cardenas,fuerza y corazon por mexico,dep,nuevo leon,19,6-monterrey,6,0,https://datacenter.sabervotar.mx/public/images/candidatos/1336344459-T-1713536938.jpg,https://candidaturas.ine.mx/detalleCandidato/4920/4,40,f,https://anniagomez.mx/,"https://www.facebook.com/anniagomeznlmx, https://twitter.com/anniagomeznl, https://www.instagram.com/anniagomeznl, https://www.tiktok.com/@anniagomeznl6",promoveré el retorno del seguro popular para garantizar acceso a la salud para todos. legislaré profundamente para combatir la contaminación en monterrey y su área metropolitana. gestionaré recursos para infraestructura y programas que aseguren el abastecimiento de agua en nuevo león.,"promoveré legislación para garantizar que los cuerpos policiales tengan acceso a vivienda, seguridad social y becas para sus hijos. defenderé a las instituciones y la división de poderes. méxico requiere legisladores comprometidos que detengan las ocurrencias de los malos y trabajen por el bienestar de todos.","trabajaré junto con xóchitl gálvez para impulsar la tarjeta jacaranda, beneficiando a las mujeres. además, lucharemos por la reinstauración del seguro popular y el apoyo a las estancias infantiles. es fundamental garantizar el acceso a la salud y el cuidado de los niños para el bienestar de todas las familias.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,1,1,https://www.facebook.com/anniagomeznlmx,https://www.instagram.com/anniagomeznl,https://twitter.com/anniagomeznl,NA,https://www.tiktok.com/@anniagomeznl6,0,1,1,0,0,0,1,0
196artusig,arturo alberto fernandez cisneros,sigamos haciendo historia,dep,nuevo leon,19,6-monterrey,6,0,https://datacenter.sabervotar.mx/public/images/candidatos/1022237469-T-1713796139.jpg,https://candidaturas.ine.mx/detalleCandidato/4644/4,41,m,NA,"https://www.facebook.com/ptnacionalmx, https://twitter.com/ptnacionalmx?ref_src=twsrc5egoogle7ctwcamp5eserp7ctwgr5eauthor, https://www.instagram.com/ptnacionalmx/, https://www.youtube.com/@partidodeltrabajo4783","propondré un proyecto educativo el cual permita que los niños, niñas y jóvenes de nuestro país tenga un criterio más amplio, con actividades que hagan desollar sus mentes y así, puedan analizar por si mismos las problemáticas y soluciones sociales y culturales, enfocados en la resolución de los problemas cotidianos.","impulsare políticas públicas y nuevas formas de organización para una lucha, que permitan que las capacidades y derechos del pueblo se expresen a plenitud en defensa de sus intereses y los de la nación, mejorando el entorno social y salvaguardando la integridad de cada individuo.","trabajaré para que se respete su integridad física y mental en igualdad de condiciones protegeré su libertad de desplazamiento, creando accesos para sillas de ruedas, rampas, etc.. buscaré que existan medidas de fomento del empleo para personas con discapacidad. buscaré alternativas para que tengan mejor adaptación a su puesto de trabajo.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/ptnacionalmx,https://www.instagram.com/ptnacionalmx/,https://twitter.com/ptnacionalmx?ref_src=twsrc5egoogle7ctwcamp5eserp7ctwgr5eauthor,https://www.youtube.com/@partidodeltrabajo4783,NA,1,0,0,1,1,0,0,0
198brenmc,brenda yamile jimenez loya,mc,dep,nuevo leon,19,8-guadalupe,8,0,https://datacenter.sabervotar.mx/public/images/candidatos/331778119-T-1713232770.jpg,https://candidaturas.ine.mx/detalleCandidato/6894/4,56,f,https://www.brendabezares.com,"https://www.facebook.com/brendabezarestv?mibextid=lqqj4d, https://www.instagram.com/bbezares, https://youtube.com/@viviendoconlosbezares?si=iujy-ujrpdigjxn7, https://www.tiktok.com/@bbezares8?_t=8klknnqduhc&_r=1","el desarrollo económico de mi distrito, creando leyes que amparen a quienes empiezan sus negocios, con menos impuestos y facilidad de gestioria. talleres, expos y ferias para promover negocios y productos. así mismo, creando mayores oportunidades para el desarrollo, productividad e innovación de los mismos","impulsar la construcción de una clínica de diferentes especialidades dentro de mi distrito , toda vez que existe un gran número de minusválidos, enfermos mentales o con deficiencias de salud. así mismo, como centros de cuidado infantil, ya que las madres salen a trabajar y no riñen un lugar donde puedan cuidar a sus hijos. población objetiva es todos los ciudadanos que dentro del distrito quieran afiliarse a mis propuestas, tendrás las puertas abiertas y planeo desarrollar estas dos propuestas en mis tres años de gestión , llevarlo de un plan o política pública a nivel ley.","crear leyes anti bullying, tanto para la niñez, discriminación de género o preferencias. sexuales. en mi distrito como en la mayoría del país y este no es la excepción se discrimina a la mujer en las oportunidades de trabajo por eso dentro de mis programas de desarrollo económico se les brindara talleres de actividades más enfocadas a la mujer, así mismo hay violencia familiar y maltrato a la mujer por lo que instalaré en las colonias con más violencia botones de pánico por si alguna mujer está siendo violentada por un hombre pueda activar estos mecanismos e inmediato ser protegida por las autoridades competentes.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,1,1,https://www.facebook.com/brendabezarestv?mibextid=lqqj4d,https://www.instagram.com/bbezares,NA,NA,https://www.tiktok.com/@bbezares8?_t=8klknnqduhc&_r=1,0,0,0,0,0,1,0,0
197carlsig,carlos alberto guevara garza,sigamos haciendo historia,dep,nuevo leon,19,7-fracc. valle de lincoln,7,0,https://datacenter.sabervotar.mx/public/images/candidatos/980738826-T-1713494871.jpg,https://candidaturas.ine.mx/detalleCandidato/4746/4,46,m,NA,"https://www.facebook.com/carlosguevaragnl, https://www.instagram.com/carlosguevaragarza/","promover la construcción de una clínica del instituto mexicano del seguro social en la ciudad de garcía. la clínica del imss con la que cuenta actualmente el municipio de garcía, se encuentra totalmente rebasada. los cuentahabientes no reciben de ninguna manera el servicio que requieren. por una parte, las instalaciones deben ser las adecuadas para atender al número actual de habitantes del municipio. y por otra parte, se debe contar con el personal, médicos especialistas y equipo médico de última generación suficiente para brindar un servicio amplio y digno.","reforzar las propuestas legislativas en el tema social de la cuarta transformación encabezadas por la dra. claudia sheinbaum pardo. temas como la igualdad de género, los apoyos económicos a los adultos mayores, las madres solteras, las becas a estudiantes, etc. constituyen, desde mi punto de vista, un impulso muy importante para los grupos vulnerables. brindar oportunidades a quienes por algún motivo (edad, género, situación socioeconómica, etc.) es muy importante para construir una sociedad equitativa y disminuir la enorme brecha que existe entre unos grupos y otros. por el bien de todos, primero los pobres.","propuesta de iniciativa de ley (panorama indígena y migración y vulnerabilidad y discriminación). la vulnerabilidad en la que viven los representantes de los pueblos originarios nos duele a todos. se conjuntan en ese sector de la sociedad la pobreza y la discriminación y todo lo que ello conlleva: falta de educación y de los servicios más elementales. buscando una vida mejor, migran a ciudades como garcía, nuevo león, y merecen recibir la orientación adecuada y apoyo para su eficiente integración a la sociedad. es por ello que propondré una ley que declara como obligatoria para las administraciones municipales, la creación de una dirección municipal de asuntos indígenas en todos los municipios del país en los que residan habitantes de pueblos originarios, cuya situación sea producto de la migración hacia mejores oportunidades laborales y de vida. la dirección municipal de asuntos indígenas será la encargada de gestionar apoyos, información, ayuda y orientación gratuita a la población de origen indígena. incluso contará con la facultad y autoridad necesarias para lograr la transversalidad entre oficinas municipales cuya intervención sea requerida por los solicitantes. el argumento de esta ley y prueba fehaciente de su factibilidad y asequibilidad es la puesta en marcha y operación con éxito de la dirección municipal de asuntos indígenas en el municipio de garcía, desde el 2023.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/carlosguevaragnl,https://www.instagram.com/carlosguevaragarza/,NA,NA,NA,1,0,0,1,1,0,0,0
193clarsig,clara luz flores carrales,sigamos haciendo historia,dep,nuevo leon,19,3-gral. escobedo,3,0,https://datacenter.sabervotar.mx/public/images/candidatos/72404997-T-1713398639.jpg,https://candidaturas.ine.mx/detalleCandidato/4496/4,50,f,NA,"https://twitter.com/claraluzflores?lang=es, https://www.instagram.com/claraluzflores/, https://www.tiktok.com/@claraluzf","educación y oportunidades para todos: trabajaré para garantizar que cada niño en nuevo león tenga acceso a una educación de calidad y oportunidades para desarrollar todo su potencial. esto incluirá la expansión de programas de educación temprana, el fortalecimiento de la educación pública y el fomento de asociaciones entre la academia y la industria para preparar a nuestros jóvenes para los empleos del futuro.","empoderamiento de las mujeres y las familias: me comprometo a ser una voz fuerte y valiente para las mujeres y las familias de nuevo león. trabajaré para promover la igualdad de género, proteger los derechos reproductivos y garantizar que todas las mujeres tengan acceso a oportunidades económicas y sociales. además, apoyaré programas y políticas que ayuden a las familias a prosperar y a construir un futuro mejor para sus hijos.","formular un proyecto de foros sobre perspectiva de género en las escuelas, y con ello poder identificar y erradicar los patrones y/o tendencias negativas en la materia desde una edad temprana. como intersección se buscaría de la misma manera formar un criterio con bases sólidas, las cuales formen el cimiento de una perspectiva de género correcta y no se vean involucradas variaciones en la ideología provocadas por otras variables exógenas, como lo podría ser costumbres familiares, conductas sociales, redes sociales y cuestiones laborales.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,NA,https://www.instagram.com/claraluzflores/,https://twitter.com/claraluzflores?lang=es,NA,https://www.tiktok.com/@claraluzf,1,0,0,1,1,0,0,0
